"Espacenet";"";"";"";"";"";"";"";"";
"Patent search";"";"";"";"";"";"";"";"";
"874 results found for My patents";"";"";"";"";"";"";"";"";
"Results 1 to 874 displayed";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"Sort by: Relevance";"";"";"";"";"";"";"";"";
"";"";"";"";"";"";"";"";"";
"No";"Title";"Inventors";"Applicants";"Publication number";"Earliest priority";"IPC";"CPC";"Publication date";"Earliest publication";"Family number";
"486";"GENERATIVE ARTIFICIAL INTELLIGENCE BASED SYSTEMS AND METHODS FOR MERGING NETWORKS OF HETEROGENEOUS DATA WHILE MAINTAINING DATA SECURITY";"MERZ CHRISTOPHER JOHN [US]";"MASTERCARD INTERNATIONAL INC [US]";"US2025045778A1";"2015-07-14";"G06Q30/02 
G06Q30/0251 
G06Q30/0601";"G06Q30/02 (EP,US) 
G06Q30/0255 (EP,US) 
G06Q30/0631 (EP,US)";"2025-02-06";"2025-02-06";"094387587";
"487";"TRANSACTIONAL PLATFORM UTILIZING ARTIFICIAL INTELLIGENCE";"HERKEN ROLF [US]";"MINE ZERO GMBH [DE]";"WO2025027383A1";"2023-08-02";"G06Q10/10 
G06Q10/109 
G06Q20/02 
G06Q20/06 
G06Q20/08 
G06Q20/12 
G06Q20/14 
G06Q20/38 
G06Q30/02 
G06Q30/0241 
G06Q30/0601 
G06Q50/00 
G06Q50/10";"G06Q10/10 (EP) 
G06Q10/109 (EP) 
G06Q10/40 (EP) 
G06Q20/02 (EP) 
G06Q20/065 (EP) 
G06Q20/085 (EP) 
G06Q20/127 (EP) 
G06Q20/145 (EP) 
G06Q20/3823 (EP) 
G06Q20/3829 (EP) 
G06Q20/383 (EP) 
G06Q30/02 (EP) 
G06Q30/0241 (EP) 
G06Q30/0611 (EP) 
G06Q30/0613 (EP) 
G06Q30/0641 (EP) 
G06Q50/10 (EP)";"2025-02-06";"2025-02-06";"092708374";
"488";"Multi-behavior graph recommendation method based on comparative learning";"WANG YI 
CAI QIANG";"UNIV BEIJING TECHNOLOGY & BUSINESS";"CN119397087A";"2024-09-13";"G06F16/9535 
G06N3/042 
G06N3/08 
G06Q30/0601";"G06F16/9535 (CN) 
G06N3/042 (CN) 
G06N3/08 (CN) 
G06Q30/0631 (CN)";"2025-02-07";"2025-02-07";"094417559";
"489";"E-commerce commodity picture label selection auxiliary method based on artificial intelligence image classification";"ZHU GUORONG 
XIN SHI 
HUANG QUANNENG 
ZHANG XIAOMIN 
LYU BIN";"QINGMU DIGITAL TECH CO LTD";"CN119399517A";"2024-10-11";"G06V10/764 
G06V10/774 
G06V10/82";"G06V10/764 (CN) 
G06V10/774 (CN) 
G06V10/82 (CN) 
Y02D10/00 (EP)";"2025-02-07";"2025-02-07";"094418337";
"490";"E-commerce data processing system based on artificial intelligence";"MENG ZHAOFANG";"SHANDONG BOSHANG E COMMERCE CO LTD";"CN119398863A";"2024-10-09";"G06F18/20 
G06Q10/087 
G06Q30/0201 
G06Q30/0601";"G06F18/20 (CN) 
G06Q10/087 (CN) 
G06Q30/0201 (CN) 
G06Q30/0601 (CN) 
G06Q30/0631 (CN)";"2025-02-07";"2025-02-07";"094427377";
"491";"Text processing method and device based on large language model, equipment and storage medium";"ZHEN ZHEN";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN119415646A 
CN119415646B";"2024-09-06";"G06F16/3329 
G06F16/35 
G06N3/006";"G06F16/3329 (CN) 
G06F16/35 (CN) 
G06N3/006 (CN)";"2025-02-11 
2025-09-23";"2025-02-11";"094467659";
"492";"Retrieval processing method and device based on large model and barrier-free service";"QIU QI";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN119415765A 
CN119415765B";"2024-09-25";"G06F16/9535 
G06F16/9538 
G06Q30/0601";"G06F16/9535 (CN) 
G06F16/9538 (CN) 
G06Q30/0601 (CN)";"2025-02-11 
2025-10-03";"2025-02-11";"094467803";
"493";"Cross-border e-commerce supply chain data analysis method and system based on artificial intelligence";"CHEN YATAO 
HOU BOWEI";"SHENZHEN HANLI TECH CO LTD";"CN119417349A 
CN119417349B";"2024-11-01";"G06F18/23213 
G06F18/27 
G06N5/01 
G06Q10/047 
G06Q10/083 
G06Q10/0831 
G06Q10/0835 
G06Q30/0601";"G06F18/23213 (CN) 
G06F18/27 (CN) 
G06N5/01 (CN) 
G06Q10/047 (CN) 
G06Q10/0831 (CN) 
G06Q10/08355 (CN) 
G06Q10/0838 (CN) 
G06Q30/0601 (CN) 
Y02P90/30 (EP)";"2025-02-11 
2025-07-18";"2025-02-11";"094466961";
"494";"ONLINE KNOWLEDGE INFORMATION PLATFORM PROVIDING SYSTEM CAPABLE OF RECOMMENDING MULTIMEDIA NLP LINKAGE INTELLIGENT PERSONALIZATION AND COUNSELING DEEP LEARNING INTERRACTIVE AI BASED ON BIG DATA";"BAE HONG SEOB";"BLUEBEARSOFT [KR]";"KR102765760B1";"2023-08-10";"G06F16/951 
G06F40/35 
G06Q30/02 
G06Q30/06 
G06Q50/10 
G06Q50/20 
G06Q50/50";"";"2025-02-12";"2025-02-12";"094629287";
"495";"Method Apparatus and System for Generating Goods Image Based On AI";"SEO YOUNG SIL";"CAFE24 CORP [KR]";"KR20250021257A";"2023-08-02";"G06F16/958 
G06N20/00 
G06Q30/06 
G06T11/60";"G06F16/958 (KR) 
G06N20/00 (KR) 
G06Q30/04 (KR) 
G06Q30/0613 (KR) 
G06Q30/0633 (KR) 
G06Q30/0643 (KR) 
G06Q50/184 (KR) 
G06T11/60 (KR) 
G06V40/172 (KR)";"2025-02-12";"2025-02-12";"094629360";
"496";"INTERNET OF THINGS APPLICATION STORE";"WOODWARD JR DONALD R [US] 
CURTIS ROBERT C [US] 
GARNER GREGORY M [US]";"ROKU INC [US]";"US12578944B2 
US2025053399A1";"2023-08-08";"G06F8/61 
G06Q30/0601 
G06F3/0481 
H04L67/12 
H04W8/00 
G16Y40/35";"G06F8/61 (EP,US) 
G06Q30/0623 (US) 
G16Y40/35 (US)";"2025-02-13 
2026-03-17";"2025-02-12";"092214164";
"497";"HOME RENOVATION WITH ARTIFICIAL INTELLIGENCE";"ARAUJO ALONSO [US] 
MUHAMMAD RAHMANA [US]";"MASTERCARD INTERNATIONAL INC [US]";"US2025054278A1";"2023-08-11";"G06Q30/0601 
G06T11/00 
G06V10/764";"G06Q30/0623 (EP,US) 
G06Q30/0633 (EP,US) 
G06Q30/0641 (EP,US) 
G06Q30/0643 (EP) 
G06T11/00 (EP,US) 
G06V10/764 (EP,US)";"2025-02-13";"2025-02-13";"094482277";
"498";"METHODS AND SYSTEMS FOR ASSESSING ARTIFICIAL INTELLIGENCE MODELS";"HAJIYEV ELNAR [EE]";"REALEYES OUE [EE]";"WO2025032246A1";"2023-08-10";"G06F21/57 
G06F21/60 
G06N20/00";"G06F21/57 (EP) 
G06F21/602 (EP) 
G06N20/00 (EP)";"2025-02-13";"2025-02-13";"088093309";
"499";"Outfit Curation by Generative Artificial Intelligence";"SCAFF STEPHEN [US] 
NANCE CALEB MATTHEW [US] 
WOODRUFF MEGAN [US]";"EBAY INC [US]";"US2025054044A1";"2023-08-11";"G06F3/0482 
G06Q30/0601";"G06F16/3329 (KR) 
G06F3/0482 (EP,CN,US) 
G06F3/04845 (CN) 
G06N3/0475 (KR) 
G06Q30/0613 (KR) 
G06Q30/0625 (KR) 
G06Q30/0631 (EP,US) 
G06Q30/0633 (EP,KR,US) 
G06Q30/0643 (EP,CN,KR,US)";"2025-02-13";"2025-02-13";"094482222";
"500";"METHOD OF GENERATING VIRTUAL AVATAR BASED ON LARGE MODEL, AGENT, ELECTRONIC DEVICE AND STORAGE MEDIUM";"LIU XING [CN] 
WU JINBO [CN] 
GAO XIAOBO [CN] 
ZHAO CHEN [CN] 
ZHANG YAN [CN] 
FENG HAOCHENG [CN] 
DING ERRUI [CN] 
WANG JINGDONG [CN] 
WU TIAN [CN] 
WANG HAIFENG [CN]";"BEIJING BAIDU NETCOM SCI & TECH CO LTD [CN]";"US2025316011A1";"2024-09-24";"G06T13/40 
G06T15/04";"G06T13/20 (CN) 
G06T13/40 (US) 
G06T15/04 (EP,CN,US) 
G06T17/00 (EP,CN) 
G06T19/20 (EP) 
G06T7/13 (CN) 
G06T7/40 (CN)";"2025-10-09";"2025-02-14";"094515623";
"501";"Personalized recommendation engine system and method based on multiple Agents";"XI HAIFENG";"NANJING BIANJIE BLOCKCHAIN TECH CO LTD";"CN119441621A";"2024-11-05";"G06F16/951 
G06F16/9535";"G06F16/951 (CN) 
G06F16/9535 (CN)";"2025-02-14";"2025-02-14";"094505118";
"502";"User adaptive AI fishing recommendation system and user adaptive fishing recommendation method using the same";"LEE JAE JUN";"S NINE COMPANY CO LTD [KR]";"KR20250024271A";"2023-08-11";"G01S19/14 
G06N20/00 
G06Q30/06 
G06Q50/10";"G01S19/14 (KR) 
G06N20/00 (KR) 
G06Q30/0631 (KR) 
G06Q30/0641 (KR) 
G06Q50/10 (KR)";"2025-02-18";"2025-02-18";"094825332";
"503";"Self-adaptive price inquiry and comparison service optimization management system based on artificial intelligence";"DONG XIAORONG";"FUJIAN SHUNYIN INFORMATION TECH CO LTD";"CN119477388A 
CN119477388B";"2025-01-14";"G06Q30/0201 
G06Q30/0202";"G06Q30/0202 (CN) 
G06Q30/0206 (CN)";"2025-02-18 
2025-04-18";"2025-02-18";"094568253";
"504";"Business log information processing method based on artificial intelligence and server";"GAO CHUNYA 
YANG JIANGUO";"CHUANGYU INTELLIGENT CHANGSHU NETWORK TECH CO LTD";"CN119474041A 
CN119474041B";"2025-01-16";"G06F16/18 
G06F18/22 
G06Q30/0601";"G06F16/1815 (CN) 
G06F18/22 (CN) 
G06Q30/0601 (CN) 
Y02D10/00 (EP)";"2025-02-18 
2025-07-15";"2025-02-18";"094584269";
"505";"Global marketplace, authentication service, and exchange for asset tagging, weighing, measuring, authenticating, and management";"RENKIS MARTIN A [US]";"RENKIS MARTIN A [US]";"US12229787B1";"2019-12-20";"G01G19/00 
G06K7/10 
G06K7/14 
G06N20/00 
G06Q10/087 
G06Q10/20 
G06Q30/016 
G06Q30/018 
G06Q30/0202 
G06Q30/0601 
G06Q30/0645 
G06Q50/00 
G06V20/00 
G06V30/10";"G01G19/00 (EP,US) 
G06K7/10297 (EP,US) 
G06K7/1413 (EP,US) 
G06K7/1417 (EP,US) 
G06N20/00 (EP,US) 
G06Q10/087 (EP,US) 
G06Q10/20 (EP,US) 
G06Q10/40 (EP,US) 
G06Q30/016 (EP,US) 
G06Q30/0185 (EP,US) 
G06Q30/0202 (EP,US) 
G06Q30/0607 (EP,US) 
G06Q30/0645 (EP,US) 
G06K2007/10504 (EP,US) 
G06Q30/0623 (EP,US) 
G06V20/00 (EP,US) 
G06V30/10 (EP,US)";"2025-02-18";"2025-02-18";"094610720";
"506";"DIGITAL PROCESSING SYSTEMS AND METHODS FOR IMPLEMENTING AND MANAGING ARTIFICIAL INTELLIGENCE FUNCTIONALITIES IN APPLICATIONS";"GRINBERG NADAV [IL] 
LIBERMAN ETAY [IL] 
MYSTETSKYI VLAD [IL]";"MONDAY COM LTD [IL]";"US12619833B2 
US2025061285A1";"2023-08-14";"G06F16/9035 
G06F40/40 
G06F9/445 
G06Q10/0639 
H04L67/1001";"G06F16/9035 (EP,US) 
G06F40/40 (EP,US) 
G06F8/30 (EP) 
G06F8/36 (EP) 
G06F9/44526 (EP,US) 
G06F9/453 (EP) 
G06N20/00 (EP) 
G06Q10/06393 (EP,US) 
H04L67/1001 (EP,US)";"2025-02-20 
2026-05-05";"2025-02-20";"094632488";
"507";"METHODS FOR IMPLEMENTING ARTIFICIAL INTELLIGENCE CAPABILITIES IN SOFTWARE APPLICATIONS";"MYSTETSKYI VLAD [IL] 
FRIDMAN OR [IL] 
BESOR TZVIKA [IL] 
VERTMAN DANIELLE [IL] 
BEN YEOSHOA ODED [IL] 
BARDUGO AMIR [IL] 
HAI DANIEL [IL]";"MONDAY COM LTD [IL]";"WO2025037311A1";"2023-08-14";"G06F8/30 
G06N3/02 
G06N5/043";"G06F16/24575 (US) 
G06F16/26 (US) 
G06F18/217 (US) 
G06F3/04842 (US) 
G06F8/34 (US) 
G06F8/65 (EP) 
G06F8/71 (EP) 
G06F8/77 (US) 
G06F9/44505 (US) 
G06F9/451 (US) 
G06F9/453 (US) 
G06N20/00 (EP) 
G06N3/042 (US) 
G06N5/043 (EP) 
G06Q10/04 (EP) 
G06Q10/06 (EP) 
G06Q10/103 (EP) 
G06Q10/20 (EP) 
G06Q50/50 (EP) 
G06F16/2428 (EP,US) 
G06F40/18 (EP,US) 
G06F40/35 (EP,US) 
G06F8/65 (US) 
G06N20/00 (US) 
G06N3/02 (EP,US) 
G06N5/043 (US) 
G06Q10/04 (US) 
G06Q10/06 (US) 
G06Q10/103 (US) 
G06Q10/40 (EP,US) 
G06Q50/50 (US) 
H04L67/75 (US) 
H04N7/157 (US)";"2025-02-20";"2025-02-20";"094632338";
"508";"Method, device, equipment and medium for training large model of text graph and text graph method and device";"WANG YIPENG";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN119516016A 
CN119516016B";"2024-10-25";"G06N3/045 
G06N3/08 
G06T11/00 
G06T3/4053";"G06N3/045 (CN) 
G06N3/08 (CN) 
G06T11/00 (CN) 
G06T3/4053 (CN)";"2025-02-25 
2025-09-30";"2025-02-25";"094654594";
"509";"Speech enhancement method, speech enhancement device, electronic equipment and storage medium";"HE YAYUN 
WANG JIANZONG 
PENG JUNQING";"PING AN TECH SHENZHEN CO LTD";"CN119517053A 
CN119517053B";"2024-11-21";"G10L19/022 
G10L19/16 
G10L21/007 
G10L25/06 
G10L25/48";"G10L19/022 (CN) 
G10L19/173 (CN) 
G10L21/007 (CN) 
G10L25/06 (CN) 
G10L25/48 (CN)";"2025-02-25 
2025-12-09";"2025-02-25";"094651665";
"510";"Dynamic enforcement of management rules associated with artificial intelligence pipeline object selections";"MANTON JOHN [US] 
MARSHALL JOHN [US] 
MORGAN ANDREW [IE] 
REAGAN SPENCER [US] 
STUNTEBECK ERICH [US]";"AIRIA LLC [US]";"US12242651B1";"2024-05-15";"G06F21/62 
H04L45/00";"G06F21/6218 (US) 
G06F21/6263 (EP,US) 
G06F40/30 (EP,US) 
G06F40/40 (EP,US) 
G06Q30/04 (US) 
H04L45/22 (EP,US)";"2025-03-04";"2025-02-25";"094690872";
"511";"SYSTEM AND METHOD FOR AN IMAGE EXCHANGE WITH ORIGIN TRACING";"VISSCHEDYK AUSTIN THOMAS JOHANNES [US]";"VISSCHEDYK AUSTIN THOMAS JOHANNES [US]";"US2025068706A1";"2023-08-23";"G06F21/10 
G06F21/16";"G06F21/1066 (EP,US) 
G06F21/16 (EP,US)";"2025-02-27";"2025-02-27";"094688647";
"512";"Data resource management system and method based on artificial intelligence";"MA KAI 
XU HUI 
WANG HEQI";"SHENZHEN UNICAIR COMMUNICATION TECH CO LTD";"CN119539218A";"2025-01-23";"G06F16/951 
G06F18/214 
G06N3/0442 
G06N3/045 
G06N3/084 
G06N3/0985 
G06Q10/04 
G06Q30/0202 
G06Q50/02 
G16Y10/05 
G16Y20/10 
G16Y40/10 
G16Y40/20 
H04L67/12 
G06F123/02";"G06F16/951 (CN) 
G06F18/2148 (CN) 
G06N3/0442 (CN) 
G06N3/045 (CN) 
G06N3/084 (CN) 
G06N3/0985 (CN) 
G06Q10/04 (CN) 
G06Q30/0202 (CN) 
G06Q50/02 (CN) 
G16Y10/05 (CN) 
G16Y20/10 (CN) 
G16Y40/10 (CN) 
G16Y40/20 (CN) 
H04L67/12 (CN) 
G06F2123/02 (CN)";"2025-02-28";"2025-02-28";"094711482";
"513";"GEOLOCATION-BASED BACKGROUND GENERATION FOR OBJECT IMAGES";"PALIARUSH OLEKSANDR [US] 
SAAD MICHELE [US] 
LIANG BINGXUAN [US] 
LAJEVARDI SAINA [US]";"ADOBE INC [US]";"US12462442B2 
US2025078323A1";"2023-08-28";"G06Q30/0601 
G06T11/00";"G06F16/9537 (CN) 
G06F16/9538 (CN) 
G06N20/00 (GB) 
G06Q30/0253 (GB) 
G06Q30/0261 (GB) 
G06Q30/0643 (EP,GB,US) 
G06T11/00 (EP,GB,US) 
G06T11/65 (EP,CN,GB) 
G06T7/194 (GB) 
G06T2200/24 (EP,GB,US) 
G06T2207/20081 (GB) 
G06T2207/20084 (GB)";"2025-03-06 
2025-11-04";"2025-02-28";"091759083";
"514";"E-commerce platform information security desensitization scheme analysis system based on artificial intelligence";"DU YE 
YAN YUMING 
YANG MENG 
LI ZHIMING 
ZHAI BINGLIANG";"BEIJING HUADIAN ELECTRONIC COMMERCE TECH CO LTD";"CN119538316A 
CN119538316B";"2025-01-23";"G06F16/35 
G06F18/22 
G06F21/60 
G06F21/62";"G06F16/35 (CN) 
G06F18/22 (CN) 
G06F21/604 (CN) 
G06F21/6227 (CN) 
G06F21/6254 (CN)";"2025-02-28 
2025-05-30";"2025-02-28";"094703243";
"515";"Content generation method and device, electronic equipment, medium and program product";"WANG YAN 
GU SIMIAO 
XU SHENG 
WANG HAO 
KARAHASHI 
YAN MING 
LIU YUQI 
XIAO ZHIYI 
YING YING 
LU SIBO";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN119557400A";"2024-11-12";"G06F16/3329 
G06F16/334 
G06N5/04";"G06F16/3329 (CN) 
G06F16/334 (CN) 
G06N5/041 (CN)";"2025-03-04";"2025-03-04";"094743237";
"516";"Companion animal artificial intelligence health diagnosis system";"LEE KYOUNG MIN [KR] 
BONG YOUNG GIL [KR]";"LULULALALAB CO LTD [KR]";"KR20250030356A";"2023-08-24";"G01N33/48 
G06Q30/02 
G06Q30/06 
G06V40/20 
G16H10/20 
G16H10/60 
G16H40/20 
G16H50/20 
G16H70/00 
G16H80/00";"G01N33/48 (KR) 
G06Q30/0207 (KR) 
G06Q30/0601 (KR) 
G06V40/20 (KR) 
G16H10/20 (KR) 
G16H10/60 (KR) 
G16H40/20 (KR) 
G16H50/20 (KR) 
G16H70/00 (KR) 
G16H80/00 (KR) 
A61B2503/40 (KR)";"2025-03-05";"2025-03-05";"094979392";
"517";"Information display method and device based on large model, equipment and medium";"WEI GUANGJU 
CHANG YING";"BAIDU ONLINE NETWORK TECHNOLOGY BEIJING CO LTD";"CN119576192A 
CN119576192B";"2024-11-11";"G06F3/0487";"G06F3/0487 (CN)";"2025-03-07 
2026-04-28";"2025-03-07";"094806617";
"518";"Agricultural product purchase behavior prediction method and system based on graph neural network";"YUAN WEI 
ZHANG YUEXIU";"UNIV TIANJIN AGRICULTURAL";"CN119579236A";"2024-12-09";"G06N3/042 
G06N3/0455 
G06N3/048 
G06N3/08 
G06N3/084 
G06Q30/0202 
G06Q30/0203 
G06Q30/0601 
G06Q50/02";"G06N3/042 (CN) 
G06N3/0455 (CN) 
G06N3/048 (CN) 
G06N3/08 (CN) 
G06N3/084 (CN) 
G06Q30/0202 (CN) 
G06Q30/0203 (CN) 
G06Q30/0631 (CN) 
G06Q50/02 (CN)";"2025-03-07";"2025-03-07";"094808586";
"519";"LIVE STREAMING CONTROL METHOD AND APPARATUS, DEVICE AND STORAGE MEDIUM";"XU JIE [CN] 
DENG SHIJIE [CN] 
AN XIAOYAN [CN] 
LI ZHUOZHAO [CN] 
XU PEIZHI [CN] 
LI SONGYANG [CN] 
FAN LEI [CN]";"BAIDU COM TIMES TECH BEIJING CO LTD [CN]";"WO2026056940A1";"2024-09-12";"H04N21/2187";"H04N21/2187 (CN) 
H04N21/4312 (CN) 
H04N21/435 (CN) 
H04N21/47815 (CN) 
H04N21/4788 (CN)";"2026-03-19";"2025-03-07";"094797040";
"520";"Management method and system for intelligent replenishment based on artificial intelligence";"YANG JIXIANG 
WANG KUN";"ZHIHUI SHENZHEN TECH INNOVATION CO LTD";"CN119579062A";"2024-11-18";"G06F18/27 
G06N20/00 
G06N3/0499 
G06N3/09 
G06Q10/0631 
G06Q10/087";"G06F18/27 (CN) 
G06N20/00 (CN) 
G06N3/0499 (CN) 
G06N3/09 (CN) 
G06Q10/06312 (CN) 
G06Q10/06315 (CN) 
G06Q10/087 (CN)";"2025-03-07";"2025-03-07";"094813653";
"521";"E-commerce order processing method and system based on artificial intelligence";"ZHONG PANFENG 
LIU LU";"GUANGDONG NANYUE FENXIANGHUI HOLDINGS CO LTD";"CN119579289A 
CN119579289B";"2025-02-08";"G06F18/10 
G06F18/213 
G06F18/22 
G06F18/24 
G06F18/25 
G06F21/31 
G06N20/00 
G06N3/0455 
G06N3/08 
G06Q30/0601";"G06F18/10 (CN) 
G06F18/213 (CN) 
G06F18/22 (CN) 
G06F18/24 (CN) 
G06F18/253 (CN) 
G06F21/31 (CN) 
G06N20/00 (CN) 
G06N3/0455 (CN) 
G06N3/08 (CN) 
G06Q30/0635 (CN) 
G06F2221/2141 (CN)";"2025-03-07 
2025-05-06";"2025-03-07";"094815789";
"522";"Online man-machine conversation method, customer service system, equipment and storage medium";"LI DONGLU 
HAN PANPAN";"ZHEJIANG TIANMAO TECH CO LTD";"CN119597884A";"2024-11-19";"G06F16/3329 
G06F16/34 
G06F16/35 
G06F16/55 
G06F16/583 
G06F16/75 
G06F16/783";"G06F16/3329 (CN) 
G06F16/345 (CN) 
G06F16/35 (CN) 
G06F16/55 (CN) 
G06F16/5846 (CN) 
G06F16/75 (CN) 
G06F16/7844 (CN)";"2025-03-11";"2025-03-11";"094838223";
"523";"Customer service method and system based on machine learning technology";"DING ZHIYONG 
PANG BO 
YAN ZHEN 
GAO LIJUN 
QIN ZILONG 
WAN CHANGSONG 
ZHANG ZHIPENG 
LU WEI 
BEI DONGSHENG 
YANG TAO";"BANK OF BEIJING CO LTD";"CN119624466A 
CN119624466B";"2025-02-13";"G06F16/9536 
G06F18/232 
G06N3/084 
G06Q30/01 
G06Q30/0601 
G06Q40/00";"G06F16/9536 (CN) 
G06F18/232 (CN) 
G06N3/084 (CN) 
G06Q30/01 (CN) 
G06Q30/0631 (CN) 
G06Q40/00 (CN)";"2025-03-14 
2025-07-18";"2025-03-14";"094908813";
"524";"METHOD AND APPARATUS FOR PROVIDING MARKETING SERVICE BASED ON ARTIFICIAL INTELLIGENCE USING DATA COLLECTED THROUGH LOG ANALYSIS";"HA HYUNSOO 
KIM HWASOO";"FINEDATALAB CO LTD [KR]";"KR20250036592A";"2023-09-07";"G06F11/34 
G06F16/2458 
G06F16/26 
G06F16/904 
G06Q30/02";"";"2025-03-14";"2025-03-14";"094972299";
"525";"Display method and device for live broadcast, electronic equipment and storage medium";"HONG DIAN 
ZHANG YONGZHE 
XU JIE 
XU PEIZHI 
WU ZEWEI 
WU ZHICHAO 
ZOU HAIJUN 
AN XIAOYAN 
HAN BOLEI 
ZHANG GUANGYAO";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN119653127A";"2024-12-20";"H04N21/2187 
H04N21/235 
H04N21/25 
H04N21/431 
H04N21/466 
H04N21/488 
H04N21/81";"";"2025-03-18";"2025-03-18";"094942117";
"526";"Search correlation model training method and search correlation determination method and device";"YIN SHUO 
DING BIN 
ZHANG SHUANG 
LIU YUBAI 
YE CHAO 
HUANG FEI 
HE DENGWU 
GUO ZHI 
LI SHUANGLONG";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN119646202A 
CN119646202B";"2024-11-20";"G06F16/3349 
G06F16/338 
G06N20/00";"";"2025-03-18 
2025-12-05";"2025-03-18";"094941693";
"527";"LARGE-MODEL-BASED TEXT PROCESSING METHOD AND APPARATUS, AND ELECTRONIC DEVICE AND STORAGE MEDIUM";"LIU CHANG [CN] 
LI BINSONG [CN]";"BAIDU ONLINE NETWORK TECHNOLOGY BEIJING CO LTD [CN]";"WO2026103333A1";"2024-11-15";"G06F40/00";"";"2026-05-21";"2025-03-18";"094942619";
"528";"Automatic purchasing method and device based on intelligent recommendation and electronic equipment";"WU CHENGCHENG 
WANG ZEYU 
ZHANG YE 
LIU BAOJU";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN119648332A";"2024-11-27";"G06F40/205 
G06F40/295 
G06Q20/12 
G06Q30/0207 
G06Q30/0601";"";"2025-03-18";"2025-03-18";"094945159";
"529";"SYSTEM AND METHOD OF SUCCESSION PLANNING FOR PRIVATELY HELD SMALL BUSINESSES";"KRISHNAMURTHY DEEPA [US] 
BECKEMAN WILLIAM J [US]";"KRISHNAMURTHY DEEPA [US] 
BECKEMAN WILLIAM J [US]";"US2025095013A1";"2023-06-22";"G06Q30/0201";"G06Q30/0206 (EP,US)";"2025-03-20";"2025-03-20";"094975467";
"530";"CROSS-RELEVANT REFINEMENT OF GENERATIVE ARTIFICIAL INTELLIGENCE MODELS FOR CREATIVE CONTENT ACROSS MULTIPLE PLATFORMS";"YATES ANDREW DONALD [US]";"PROMOTED AI INC [US]";"US2025094788A1";"2023-09-18";"G06N3/045 
G06N3/0475 
G06N3/096";"G06N3/045 (EP,US) 
G06N3/0475 (EP,US) 
G06N3/096 (EP,US)";"2025-03-20";"2025-03-20";"094975442";
"531";"Electronic product sales data prediction method and system based on artificial intelligence";"FENG WEI 
WEI LIN";"NANTONG JUNKE NETWORK TECH SERVICE CO LTD";"CN119671618A";"2024-11-25";"G06N3/08 
G06Q30/0201 
G06Q30/0202";"G06N3/08 (CN) 
G06Q30/0201 (CN) 
G06Q30/0202 (CN)";"2025-03-21";"2025-03-21";"094986513";
"532";"SPATIALLY AUGMENTED AUDIO AND XR CONTENT WITHIN AN E-COMMERCE SHOPPING EXPERIENCE";"DASHER CHARLES [US] 
PHILLIPS CHRISTOPHER [US] 
HARB REDA [US]";"ADEIA GUIDES INC [US]";"US12423742B2 
US2025104133A1";"2023-09-27";"G06F3/16 
G06Q30/0601 
G06Q30/00";"G06F3/162 (EP,US) 
G06Q30/0625 (EP,US) 
G06Q30/0643 (EP,US)";"2025-03-27 
2025-09-23";"2025-03-27";"095067196";
"533";"SPATIALLY AUGMENTED AUDIO AND XR CONTENT WITHIN AN E-COMMERCE SHOPPING EXPERIENCE";"DASHER CHARLES [US] 
PHILLIPS CHRISTOPHER [US] 
HARB REDA [US]";"ADEIA GUIDES INC [US]";"US12524800B2 
US2025104132A1";"2023-09-27";"G06F3/16 
G06Q30/0601";"G06F3/162 (EP,US) 
G06F3/167 (EP) 
G06Q30/0625 (EP,US) 
G06Q30/0641 (EP,US) 
G06Q30/0643 (EP)";"2025-03-27 
2026-01-13";"2025-03-27";"095067134";
"534";"Live broadcast room information distribution method and device, electronic equipment and storage medium";"LI SONGYANG 
LI ZHUOZHAO 
LI ZHONGZE 
XU JIE 
LI MANTANG 
WEN GUOQIANG";"BEIJING BAIDU NETCOM SCI & TECH CO LTD";"CN119729034A";"2024-12-18";"G06F16/735 
G06F16/78 
H04N21/2187 
H04N21/431 
H04N21/435 
H04N21/4788";"";"2025-03-28";"2025-03-28";"095103410";
"535";"Logistics scheduling management system and method based on artificial intelligence";"TAN KAIDA 
WANG QIAN 
YANG ZHUANG 
YANG WEIPING";"SHENZHEN GANEN NETWORK TECH CO LTD";"CN119721660A 
CN119721660B";"2025-02-28";"G06F18/23 
G06Q10/0631 
G06Q10/083 
G06Q30/0601";"";"2025-03-28 
2025-07-22";"2025-03-28";"095104813";
